calificacion,comentarios
10,todo bien
10,excelente servicio
10,ninguna
10,excelente atencion
10,excelente atencion
9,ser mas rapida la entrega
9,estuvo bien el asesor
10,todo muy bien felicidades
10,todo bien
9,todo bien
9,excelente servicio
10,estuvo muy bien
10,excelente servicio
10,muy agil y amable mi asesor
10,bien la atencion
10,"ninguna,todo bien"
8,nada
10,"ninguno, gracias"
10,todo bien
5,la tardanza para recibir y entregar
10,fue buena
10,todo bien
4,sin comentarios
10,buena atencion
8,todo bien
8,que laven bien los vehiculos
10,todo bien
9,nada
9,todo bien
10,muy rapido con el tiempo
10,todo excelente
10,todo bueno
10,el servicio es excelente
10,excelente por parte del asesor fernando
10,"todo muy bien ,buena atencion"
9,todo bien
10,"nada,todo bien"
10,todo perfecto
10,todo bien
10,excelente
10,"no,todo bien"
10,execelente servicio
10,"no,todo bien"
9,todo muy bien
10,excelente servicio
9,nada
9,todo bien
9,todo bien
10,todo muy bien excelente
9,nada
10,"ninguno,todo bien"
9,todo bien
10,todo estuvo excelente
10,todo bien
10,"todo esta bien,buen servicio"
10,excelente
9,actualizar los vostos en la pagina
10,todo bien
10,"todo bien,excelente agil y rapido"
10,todo muy bien
10,muchas gracias
10,"no,todo excelente"
10,todo esta perfecto
10,solo un poco mas de seguimiento
10,muy buen servicio
10,"ninguna,todo bien"
7,subieron muchos los precios
10,todo bien todo perfecto
10,*
6,tiempos de recepcion y entrega
10,el buen trato al cliente
10,todo bien
10,el servicio muy bueno
10,bien
10,"amabilidad, tiempo de servicio"
10,mantener la puntualidad
8,ninguna
10,ninguna
10,"todo bien, gracias"
10,todo ok
10,"no,esta bien"
10,bajar los precios
10,todo bien
10,todo bien
10,todo muy bien
10,todo muy bien
9,todo bien
9,todo bien
9,nada
9,atencion al cliente
10,todo excelente
10,buena
10,todo bien
10,todo muy positivo
10,todo bien
10,todo bien
10,todo bien
10,todo bien
10,muy buena
10,todo bien
10,todo bien
10,excelente
9,excelente
10,todo bien
9,me reservo
9,buena
8,un poco tardada la entrega
10,solo califica sin comentarios
10,todo perfecto
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
6,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,les doy un 10
10,todo excelente
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,muy buena la atencion de su consultora
10,todo muy bien
8,los tiempos de respuesta de diagnostico
8,la unidad sigue en el distribuidor
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
6,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
10,contesto la encuesta
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
8,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,se envia whatsapp
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,trae encendido el testigo de neumaticos
8,solo califica sin comentarios
10,todo bien
10,se envia whatsapp
10,solo valifica sin comentarios
10,todo bien
8,mas cominicacion
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,son unos rateros
6,con el distribuidor 8
10,todo en orden
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,se envia whatsapp
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
6,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,todo bien
10,todo bien excelente atencion
10,"no,todo bien"
9,todo bien
10,"ninguna, todo bien"
10,muy bien
10,la calidad del servicio
9,todo muy bien
10,ninguna.
9,"no,todo bien"
10,es muy buen servicio
10,"no,estuvo bien muy a gusto"
10,todo bien
10,buen servicio
9,todo bien
10,"no,todo bien"
10,muy buen servicio excelente
10,"no,todo excelente"
10,todo excelente
10,"no,todo bien"
10,muy buena
10,todo bien
10,"no,todo bien"
10,todo muy bien
9,solo en la entrada se hace mucha fila
9,todo bien
10,"nada, todo bien"
10,todo bien
9,todo bien
10,muy bien
8,ninguno
10,buen servicio
9,todo bien
10,muy eficiente
10,todo muy bien
10,muy bien
10,me atendio excelente la srta. monserrat
10,"hasta ahorita todo bien, excelente"
10,"ninguna,todo bien"
10,buen servicio
10,no estuvo excelente el servicio
10,"no, ningun todo bien"
9,bien
10,todo bien
10,"no,muy buena atencion"
10,todo bien
10,todo bien
10,todo bien
10,"no,esta todo muy bien"
9,todo bien
9,*
10,todo bien
10,todo muy bien
10,no todo perfecto
10,tiempos de entrega
10,muy buena
10,quede satisfecho
10,no
10,no ninguna todo bien
10,todo bien
10,"no,todo muy cumplido"
10,mumiy buen servicio en todo.
9,nada
10,todo muy bien
10,todo bien
9,todo bien
8,excelente
9,todo bien
10,"nada,todo muy bien"
10,no todo esta muy bien
10,todo bien
10,nos atendieron muy bien
9,"muy bien , gracias"
10,ninguna
10,muy puntuales
10,"todo estuvo perfecto,esta muy bien"
10,siempre me atienden muy bien
10,ninguno
10,muy bueno el trabajo
10,excelente
10,excelente servicio muy rapido
9,bien
10,todo muy bien
9,todo bien
10,ninguno
10,muy bien
10,ninguna
10,muy buena
10,ninguna
10,todos fueron muy amables y rapido
8,*
10,muy bueno el trabajo
10,excelente servicio
10,todo bien
10,todo en orden
9,todo bien
10,todo bien
10,todo bien
10,la atencion y la comunicacion
9,*
10,muy buena
9,nada
10,todo muy bien
9,todo bien
10,"no ,esta todo hien"
10,todo bien
10,todo bien
9,todo bien
10,caja mas eficiente
10,todo excelente
10,todo bien
9,*
9,todo bien
10,buena atencion y puntualidad
10,excelente servicio
10,ninguna
10,solo la puntualidad al recibir
10,un servicio excelente
9,*
10,ninguna
10,muy bien
10,ninguna
10,todo bien
10,"no,todo bien"
10,ninguno
10,atencion maravillosa
9,todo bien
9,*
10,"todo excelente, todo perfecto"
10,fue rapida la atencion
10,"ninguna,todo bien"
10,excelente
10,"no,todo esta bien"
10,todo bien
9,sin comentarios
10,todo excelente
8,ninguno
10,siempre me atiende de bien
10,giovani excelent3 servicio
10,todo bien
10,excelente atencion
10,estan correcto
10,no todo me parecio perfecto
9,todo bien
10,el cumplimiento de los plazos
10,todo muy bien
10,todo muy bien
10,todo esta excelente
10,"no, todo bien"
10,"ninguna, toda bien"
8,todo bien
10,ninguna
10,todo bien
10,*
10,excelente
10,todo bien
10,muy buena
8,"todo bien,"
10,cada vez lo estan haciendo mejor
8,tiempos de entrega mas cortos.
9,todo bien
9,*
10,todo bien
9,nada
10,excelente
10,"ningu a,excelente atencion"
10,excelente
9,*
10,es mi primera vez y estoy satisfecho
9,*
10,todo bien
10,todo perfecto
10,es muy buena la atencion
10,"no,esta muy bien servicio"
10,muy buena la atencion
10,muy buenos atencion
9,me hicieron esperar para la entrega
9,*
10,"nada,todo es excelente"
10,al momento de entrega ser mas rapida
9,solo la entrega ser mas agil
9,todo muy bien con la asesora
9,muy bien todo
10,todo bien
10,todo bien
10,excelente atencion
9,ninguno
9,sin comentarios
0,*
9,todo bien
10,muy buena atencion
10,todo maravilloso como siempre
10,"todo bien con yaz , buena atencion"
9,*
8,*
9,la atencion muy buena
8,ninguno
10,"todo muy bien, gracias"
10,no por el momento
9,*
10,muy buen servicio
10,muy buena
10,faltan mas sillas para sala de espera
10,todo bien
0,*
9,"ninguna,todo bien"
10,ninguna
9,todo bien
9,todo bien
9,solo ser mas personalizados
9,"ninguna,todo bien"
10,"ninguno,muy bien todo"
10,todo muy bien
10,todo muy bien
10,muy bien
10,buen servicio
9,*
8,excelente
10,"nada,todo bien"
10,execelente atencion
10,todo va bien
9,*
9,todo bien
10,siempre me han tratado muy bien
10,todo bien
10,"ninguno,todo bien"
9,*
10,todo excelente
9,sin comentarios
9,sin comenatarios
0,pesimo servicio
10,excelente
7,por el tiempo de espera para la entrega
9,todo bien
10,todo bien
10,"no,todo estuvo muy bien"
10,ninguno
10,"nada, excelente atencion"
10,ninguno
8,ser mas rapidos
10,"todo muy bien,me trataron bien"
10,"no,ninguno"
10,"ninguno, todo bien"
9,*
10,todo bien
10,todo bien
10,todo bien
9,*
10,"todo muy bien,muy amables"
10,todo excelente
9,niinguna
10,todo bien
8,*
9,*
9,estuvo bien todo
10,todo muy bien
10,todo bien
10,nada
10,todo esta muy bien
10,todo perfecto
9,ninguna
8,*
8,*
8,*
9,ninguno
8,*
9,*
10,todo muy bien
10,todo bien
10,todo bien
9,"todo bien,solo el costo hasta muy alto"
10,"ninguno,todo bien"
10,todo bien
9,*
8,la promesa de entrega muy tardado
9,*
9,*
10,estoy conforme
10,esta bien todo
9,ninguna
9,*
10,"muy linda mi asesora,todo bien con ella"
9,todo bien
10,me atendieron muy bien
10,todo perfecto
9,todo muy bien con mi asesora
10,todo excelente
9,todo bien
8,*
8,*
10,todo bien
9,*
9,*
10,ninguna
10,estuvo bien
10,todo bien.
10,todo muy bien
9,todo bien
9,ninguna
10,todo muy bien
10,muy buena la atencion
9,todo bien
10,ninguna
10,la atencion en caja es pesima
9,*
9,"solo el tiempo de entrega,no salin"
10,"todo bien con yaz , buena atencion"
10,todo muy bien
10,"la realidad,todo esta muy bien"
10,"nada qie mejorar, todo muy bien"
10,todo muy bien
9,todo bien
8,"bien,solo que tardaron en recibirme"
9,*
10,excelente servicio
10,todo bien
10,todos muy bien y atentos
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,de gm no reconmdaria nada
0,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,entregas mas agiles
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
0,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
8,el tiempo de respuesta de los mensajes
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
9,no tardar tanto en enviar presupuestos
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
6,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
9,solo 9 no tiene comentarios
10,solo califica sin comentarios
10,se envia whatsapp
10,todo muy bien
9,"nada, todo bien"
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,todo bien
8,tardaron en entregarle la unidad
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
0,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
0,nunca me contestaron el telefono
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,se envia whatsapp
10,solo califica sin comentarios
10,todo estuvo en orden
10,solo califica sin comentarios
10,todo bien
10,todo salio bien
10,solo califica sin comentarios
10,todo estuvo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,reporta retrovisor roto
10,todo estuvo muy bien
10,solo califica sin comentarios
10,todo muy bien
10,todo estuvo muy bien
10,solo califica sin comentarios
10,todo perfecto
10,solo califica sin comentarios
10,todo bien
10,todo bien
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,todo estuvo perfecto
10,todo estuvo perfecto
10,todo estuvo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo estuvo perfecto
6,la unidad sigue en el distribuidor
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo esta bien hasta el momento
8,solo califica sin comentarios
9,cajas mas eficientes y solicita factura
10,solo califica sin comentarios
10,todo estuvo en orden
10,todo estuvo excelente
9,excelente atencion
10,*
10,"todo bien,todo perfecto"
10,todo bien
10,toda esta perfecto
10,muy buen servicio
10,todo bien
10,ninguno
10,sin comentarios
10,todo muy bien
10,es muy linda mi asesora
8,ninguno
10,muy buen servicio
10,excelente
10,todo muy bien
10,"ninguno,todo muy bien"
8,tiempo de entrega muy largo
10,todo es muy bueno
9,un poco mas de comunicacion
9,*
9,*
9,*
9,*
10,ninguna
10,muy buena atencion
10,buena atencion
10,ninguna
10,todo estuvo bien
10,buena atencion
10,excelente
9,esta bien la atencion
10,todo bien
9,*
10,todo muy bien
10,todo bien
10,ninguna
10,excelente servicio
10,todo en orden
10,todo bastante bien
10,excelente
10,todo bien
10,excelente servicio
10,ninguna
10,todo excelente
7,los precios son muy altos
10,buena atencion
8,todo bien
10,buen servicio
8,ninguna
10,excelente atencion
9,todo bien
10,excelente servicio
10,me cumplieron en tiempo y forma
9,todo bien
10,todo bien
8,*
9,*
10,todo bien
10,todo muy bien
9,*
9,*
10,ninguna
9,ninguno
10,"ninguna ,todo bien"
10,todo muy bien
9,todo bien
9,*
10,todo bien
9,nada
10,estuvo muy bien
9,ninguna
10,todo bien
10,todo bien
10,todo bien
10,todo estuvo bien
10,todo muy bien gracia
10,todo bien
10,todo bien
9,la entrega es muy tardada
9,*
10,todo bien
8,*
9,*
10,todo bien
10,todo en orden
10,muy buena atencion y servicio
9,*
6,"muy mal servicio,nadie me atiende"
10,todo muy bien
10,todo bien
9,todo bien
9,todo bien
10,todo muy bien
1,el lavado de carroceria es horrible
10,nada
10,muy buena su atencion
10,muy bueno y rapido
10,"ninguna,todo bien"
9,*
10,bien todo bien
9,*
9,*
9,*
9,*
9,*
9,*
9,*
8,sin comentarios
9,*
9,bien
9,todo bien
5,*
10,todo bien
9,*
10,todo muy bien
9,*
10,excelente servicio en todo
10,muy bueno
9,*
9,bien
10,todo perfecto
10,buenisimo mi asesor eduardo muy rapido
9,*
10,su atencion fue rapida
10,excelente
9,ninguno
10,todo muy bien
10,todo bien
9,ninguna
9,ninguno
9,todo bien
10,todo bien
10,buena
9,*
10,en esta ocasion excelente
10,"muy bien, excelente"
9,todo bien por el momento
10,siempre es excelente
10,excelente atencion
8,fue tardia la entrega
9,buena
10,bastante buena
10,buena
10,mejora desde mi ultima vista
9,"ninguna,todo bien"
10,"todo muy bien,gracias"
9,todo bien
8,*
8,*
10,"bien,todo bien"
9,*
9,*
10,todo estuvo bien
9,*
10,ninguno
9,*
9,*
8,*
10,todo bien
10,*
10,bien hasta el momento
10,excelente
9,*
10,sin comentarios
9,*
8,*
10,buenos precios
10,excelente atencion
6,sin comentarios
10,todo bien
9,todo bien
9,*
10,"ninguna,todo bien"
10,todo muy bien
10,excelente servicio
10,todo bien
10,todo bien
10,todo bien
10,me atendieron bien y fue rapido
10,excelente servicio
10,todo muy bien
10,todo bien
9,"todo bien ,buena atencion"
10,muy buena la atencion
9,*
10,vamos bien
9,*
7,ninguna
9,*
10,si me atendieron muy bien
10,todo bien
8,*
10,todo bien
10,execelente
9,*
10,todo al 100
9,*
10,todo bien
10,excelente
9,la espera en el cajero
8,*
7,todo bien
10,todo bien
9,*
10,no lo lavaron al 100% como le dijeron
10,todo bien
10,todo bien
10,todo muy bien
10,todo bien
9,*
10,cita en linea
10,todo bien
8,ninguna
9,todo bien
6,no le contestan en servicio
10,todo bien
10,bien trabajado
10,todo bien
10,todo bien
10,todo bien
9,mas rapidez en el servicio
10,ninguna
9,sin comentarios
9,bien
10,ninguna
9,todo bien
9,tood muy bien
10,aguarda
9,*
10,muy buena atencion y servicio
10,puntualidad con el servicio
10,todo bien
10,todo muy bien y excelente atencion
9,bien
10,"todo bien ,puntualidad y velocidad"
10,todo bien
9,*
10,es buena
8,"todo bien, el proceso es lento"
10,todo bien
10,perfecto
9,todo bien
10,todo bien
9,todo bien
9,que sigan con el servicio.
10,"esta bien, no hay quejas."
9,buena
10,todo bien
10,en
10,sin comentarios
10,"todo bien, en orden."
10,excelente atencion
10,todo bien
10,todo bien
8,el tiempo de espera es muy tardado
10,todo muy bien
10,"todo bien, agradezco el servicio"
10,excelente
10,todo bien
9,todo muy bien
9,todo bien
9,todo bien
10,todo muy bien
10,todo excelente
10,muy buen servicio.
10,todo bien
10,excelente servicio desde que llegue
10,todo bien
10,buena
8,sin comentarios
9,*
9,*
9,*
10,precios altos de focos
10,precios altos
10,muy buena atencion
10,todo muy bueno
9,no
9,*
9,bien
10,sin comentarios
10,no hay lugar para estacionarse
10,todo le han resuelto correctamente
9,*
9,nada
9,*
10,perfecto
9,*
10,todo bien
9,nada
10,esta muy caro
10,todo bien
10,todo bien
10,todo bien
9,mucho tiempo de espera
9,*
10,todo bien por el momento
10,todo excelente
9,*
8,*
0,costos excesivos
9,bien
2,sin comentarios
9,bien
8,cajas es tardado
10,todo bien
9,*
10,todo bien
10,la caja es muy lenta
10,"esta bien todo menos caja, tardan mucho"
10,todo muy bien
10,"todo bien, muy atento el asesor"
8,sin comentarios
8,todo bien
10,todo muy bien
8,tardan las refacciones y es muy raro
10,todo excelente
10,todo bien hasta el momento
10,es muy lenta la caja
10,todo bien
10,todo bien
10,"agradecida por su atencion, todo bien."
10,muchos dias para lo que le hicieron
10,todo bien
9,todo bien
9,*
10,tofo bien
10,muy bien
10,excelente servicio
10,todo bien
10,todo bien
10,todo bien
10,todo bien
6,cumpliendo en el horario de entrega
10,todo bien
10,precios alto
9,todo bien
4,amabilidad en cajas
9,cajas son muy tardadas
10,en caja fue tardado
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
9,seguir mejorando
10,pendiente por entrega de placas
10,todo muy bien
10,solo califica sin comentarios
6,reporta rayones en la unidad
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo en orden con la unidad
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios
7,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,todo bien
10,solo califica sin comentarios
6,solo califica sin comentarios/ 1cm
10,todo bien/ correo incorrecto
6,solo califica sin comentarios
10,solo califica sin comentarios
10,confirma calificacion
10,solo califica sin comentarios
9,todo bien
10,solo califica sin comentarios
8,no le indicaron sus adicionales
9,no le indicaron sus adicionales/
10,todo bien/ 5cm
10,solo califica sin comentarios
7,precios
10,todo bien
10,solo califica sin comentarios
10,todo bien
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 1cm
7,solo califica sin comentarios
10,todo en orden
6,solo califica sin comentarios
10,solo califica sin comentarios
0,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
8,mas especificos en sus costos
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,todo en orden
10,solo califica sin comentarios
6,pendiente por reparacion desde 13/05/24
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
6,sigue haciendo lo mismo
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
6,solo califica sin comentarios
10,todo bien/ 5cm
10,solo califica sin comentarios/ 5cm
0,solo califica sin comentarios
10,no tiene comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios / 5cm
10,5cm/ solo califica sin comentarios
7,solo califica sin comentarios
10,todo bien
8,solo califica sin comentarios / 3cm
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,todo bien
8,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
9,cumplir con los horarios de entrega
8,solo califica sin comentarios
6,molesto por tantas encuestas
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,todo bien / 5cm
10,solo califica sin comentarios
10,todo bien
10,solo caifica sin comentarios/ 5cm
8,muuuuy caro
10,todo bien
0,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
0,solo califica sin comentarios
9,todo bien
10,todo bien
7,solo califica sin comentarios
10,solo califica sin comentarios
6,precios muy altos y tiempos de entrega
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,todo muy bien
10,todo bien
10,solo califica sin comentarios / 5cm
6,solo califica sin comentarios/ 1cm
10,solo califica sin comentaros
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
6,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo estuvo muy bien
10,todo muy puntual y en orden
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo bien
10,edurdo muy buen servicio
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,todo bien
8,tardaron mucho en llegar las piezas
10,todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,5cm/ solo califica sin comentarios
10,solo califica sin comentarios
10,parece que todo bien
10,solo califica sin comentarios
10,solo califica sin comentarios
10,muy bien todo
6,solo califica sin comentarios
10,solo califica sin comentarios / 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
10,solo califica sin comentarios / 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,todo bien
6,solo califica sin comentarios
6,envio de factura
6,se envia whatsapp
10,solo califica sin comentarios
8,solo califica sin comentarios/ 3cm
10,solo califica sin comentarios/ 4cm
6,falta de seguimiento
6,solo califica sin comentarios / 5cm
10,solo califica sin comentarios / 5cm
10,todo muy bien
10,solo califica sin comentarios
10,todo excelente/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo estuvo perfecto
10,solo califica sin comentarios
6,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
8,solo califica sin comentarios/ 3cm
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
0,bdc
10,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios/ 5cm
10,solo califica sin comentarios
8,solo califica sin comentarios
10,solo califica sin comentarios
10,solo califica sin comentarios
10,todo muy bien
8,*
10,siempre la atienden excelente
9,todo bien
10,todo muy bien
10,sin comentarios
8,"nada, todo bien"
9,todo bien
8,ninguno
9,el tiempo de espera fue demasiado
10,"no,fue buena"
10,todo bien
10,todo bien
10,sin comentarios
6,no le hicieron nada a la unidad
10,sin comentarios
10,el tiempo de espera es mucho
10,todo muy bien
10,todo ha sido muy positivo.
10,todo bien
8,sin comentarios
8,sin comentarios
10,excelente todo
10,todo bien
10,"todo bien, excelente servicio"
8,*
10,todo bien
10,excelente servicio
10,todo en orden con la unidad
10,todo bien
10,todo bien
10,mantengan la puntualidad
6,reporta rayon al momento de entrega.
8,tardaron mucho en entregar la unidad
10,todo super bien
10,todo muy bien y puntuales.
10,"ninguno, excelente servicio"
10,todo muy bien.
9,sin comentarios
10,bastante bien y rapido
10,tiempo es demasiado
10,sin comentarios
8,sin comentarios
9,buen servicio y atencion
9,mucho tiempo de espera
8,sin comentarios
8,sin comentarios
10,todo bien
10,ningun comentario
10,sin comentarios
10,todo bien
8,sin comentarios
8,no ninguno
10,excelente
10,todo bien
8,sin comentarios
10,todo esta bien.
10,sin comentarios
8,sin comentarios
10,todo bien
10,todo bien
